base_name,GT_to_Completed_Percentage,Completed_to_GT_Percentage
ground_576_gt.ply,87.939453125,33.888067061143985
ground_562_gt.ply,87.060546875,29.191321499013807
ground_701_gt.ply,78.02734375,25.443786982248522
ground_451_gt.ply,92.041015625,33.00049309664694
ground_14_gt.ply,87.98828125,32.91420118343195
ground_762_gt.ply,87.060546875,34.81262327416174
ground_284_gt.ply,87.353515625,30.251479289940832
ground_728_gt.ply,85.595703125,31.841715976331358
ground_109_gt.ply,86.279296875,34.0853057199211
ground_63_gt.ply,89.990234375,35.798816568047336
ground_258_gt.ply,86.572265625,34.24556213017752
ground_250_gt.ply,90.234375,32.63067061143985
ground_676_gt.ply,88.037109375,33.14842209072978
ground_195_gt.ply,82.763671875,27.477810650887573
ground_754_gt.ply,90.234375,32.05128205128205
ground_696_gt.ply,89.404296875,36.217948717948715
ground_529_gt.ply,86.1328125,32.88954635108482
ground_61_gt.ply,89.35546875,34.146942800788956
ground_639_gt.ply,84.86328125,30.3870808678501
ground_388_gt.ply,89.697265625,37.54930966469428
ground_544_gt.ply,84.033203125,30.17751479289941
ground_164_gt.ply,86.23046875,32.001972386587774
ground_240_gt.ply,84.228515625,31.595167652859963
ground_169_gt.ply,90.380859375,32.260848126232744
ground_408_gt.ply,86.962890625,34.68934911242604
ground_283_gt.ply,87.20703125,32.790927021696255
ground_160_gt.ply,93.994140625,34.0853057199211
ground_461_gt.ply,90.478515625,32.92652859960552
ground_355_gt.ply,89.599609375,30.16518737672584
ground_466_gt.ply,91.40625,34.146942800788956
ground_295_gt.ply,85.9375,31.64447731755424
ground_711_gt.ply,85.3515625,34.27021696252465
ground_162_gt.ply,86.767578125,31.68145956607495
ground_452_gt.ply,89.697265625,30.17751479289941
ground_507_gt.ply,84.814453125,31.8663708086785
ground_133_gt.ply,90.380859375,32.2361932938856
ground_763_gt.ply,84.9609375,34.76331360946745
ground_293_gt.ply,89.892578125,32.86489151873767
ground_612_gt.ply,86.42578125,33.616863905325445
ground_579_gt.ply,86.767578125,34.73865877712032
ground_260_gt.ply,89.35546875,36.56311637080868
ground_125_gt.ply,90.33203125,31.94033530571992
ground_598_gt.ply,85.83984375,30.485700197238657
ground_641_gt.ply,86.181640625,29.142011834319526
ground_530_gt.ply,88.427734375,35.009861932938854
ground_593_gt.ply,88.330078125,32.273175542406314
ground_155_gt.ply,86.669921875,34.035996055226825
ground_158_gt.ply,86.572265625,29.94329388560158
ground_624_gt.ply,90.087890625,34.467455621301774
ground_746_gt.ply,79.58984375,26.738165680473376
ground_228_gt.ply,89.84375,33.53057199211045
ground_366_gt.ply,91.40625,38.46153846153847
ground_477_gt.ply,91.2109375,32.55670611439842
ground_69_gt.ply,86.328125,31.176035502958584
ground_669_gt.ply,87.939453125,33.210059171597635
ground_509_gt.ply,85.009765625,31.21301775147929
ground_320_gt.ply,89.0625,31.05276134122288
ground_502_gt.ply,83.056640625,28.217455621301774
ground_367_gt.ply,85.791015625,28.587278106508872
ground_601_gt.ply,84.66796875,30.756903353057197
ground_715_gt.ply,86.181640625,31.50887573964497
ground_629_gt.ply,81.982421875,31.4965483234714
ground_316_gt.ply,86.865234375,31.44723865877712
ground_178_gt.ply,88.916015625,30.73224852071006
ground_420_gt.ply,90.966796875,32.66765285996055
ground_36_gt.ply,90.0390625,32.90187376725838
ground_415_gt.ply,85.205078125,28.784516765285993
ground_34_gt.ply,91.2109375,35.74950690335306
ground_40_gt.ply,88.4765625,30.37475345167653
ground_151_gt.ply,89.697265625,31.44723865877712
ground_626_gt.ply,88.720703125,32.384122287968445
ground_681_gt.ply,83.30078125,31.41025641025641
ground_640_gt.ply,88.18359375,31.87869822485207
ground_95_gt.ply,87.158203125,30.55966469428008
ground_782_gt.ply,86.865234375,31.817061143984223
ground_775_gt.ply,90.13671875,32.482741617357
ground_266_gt.ply,88.037109375,32.3594674556213
ground_723_gt.ply,86.279296875,32.49506903353057
ground_321_gt.ply,83.984375,29.63510848126233
ground_634_gt.ply,83.056640625,30.59664694280079
ground_571_gt.ply,83.984375,31.4965483234714
ground_16_gt.ply,92.041015625,35.99605522682446
ground_145_gt.ply,91.796875,36.11932938856015
ground_596_gt.ply,85.64453125,32.08826429980276
ground_23_gt.ply,91.455078125,33.03747534516766
ground_484_gt.ply,90.0390625,34.06065088757396
ground_798_gt.ply,90.0390625,33.062130177514796
ground_656_gt.ply,87.255859375,32.19921104536489
ground_373_gt.ply,91.357421875,33.33333333333333
ground_486_gt.ply,81.396484375,32.59368836291913
ground_436_gt.ply,88.916015625,33.71548323471401
ground_433_gt.ply,91.89453125,36.217948717948715
ground_435_gt.ply,90.0390625,33.78944773175542
ground_196_gt.ply,88.76953125,34.282544378698226
ground_334_gt.ply,90.966796875,33.99901380670612
ground_608_gt.ply,86.572265625,30.288461538461537
ground_518_gt.ply,81.93359375,31.76775147928994
ground_143_gt.ply,85.3515625,32.03895463510848
ground_697_gt.ply,79.541015625,29.622781065088756
ground_209_gt.ply,85.9375,29.8939842209073
ground_712_gt.ply,88.96484375,36.32889546351085
ground_185_gt.ply,88.525390625,33.67850098619329
ground_126_gt.ply,90.625,36.600098619329394
ground_140_gt.ply,87.939453125,34.51676528599605
ground_607_gt.ply,72.36328125,25.295857988165682
ground_10_gt.ply,91.89453125,36.67406311637081
ground_237_gt.ply,86.376953125,29.05571992110454
ground_594_gt.ply,88.96484375,33.41962524654832
ground_784_gt.ply,86.5234375,31.64447731755424
ground_638_gt.ply,88.427734375,32.137573964497044
ground_179_gt.ply,88.623046875,36.69871794871795
ground_806_gt.ply,84.130859375,34.048323471400394
ground_370_gt.ply,91.259765625,35.145463510848124
ground_652_gt.ply,85.498046875,29.980276134122285
ground_630_gt.ply,85.791015625,30.004930966469427
ground_398_gt.ply,92.48046875,32.6060157790927
ground_220_gt.ply,85.498046875,28.883136094674555
ground_599_gt.ply,86.23046875,33.049802761341226
ground_505_gt.ply,84.228515625,28.316074950690336
ground_708_gt.ply,82.275390625,28.944773175542405
ground_422_gt.ply,93.65234375,33.875739644970416
ground_443_gt.ply,90.380859375,30.5103550295858
ground_303_gt.ply,91.40625,35.92209072978304
ground_52_gt.ply,87.20703125,36.0207100591716
ground_765_gt.ply,86.376953125,31.755424063116372
ground_226_gt.ply,83.349609375,32.45808678500986
ground_358_gt.ply,92.48046875,33.70315581854043
ground_670_gt.ply,86.62109375,36.08234714003945
ground_575_gt.ply,87.255859375,32.3594674556213
ground_324_gt.ply,84.27734375,30.004930966469427
ground_578_gt.ply,87.20703125,33.505917159763314
ground_131_gt.ply,92.822265625,34.34418145956607
ground_43_gt.ply,90.625,31.43491124260355
ground_387_gt.ply,93.408203125,36.489151873767256
ground_722_gt.ply,86.328125,31.02810650887574
ground_540_gt.ply,87.98828125,33.234714003944774
ground_604_gt.ply,88.720703125,33.740138067061146
ground_406_gt.ply,88.818359375,33.099112426035504
ground_315_gt.ply,83.49609375,30.67061143984221
ground_459_gt.ply,90.283203125,32.803254437869825
ground_620_gt.ply,82.91015625,28.907790927021697
ground_313_gt.ply,86.62109375,29.869329388560157
ground_568_gt.ply,85.888671875,29.94329388560158
ground_691_gt.ply,87.5,31.743096646942803
ground_759_gt.ply,83.642578125,30.35009861932939
ground_745_gt.ply,87.451171875,33.85108481262327
ground_709_gt.ply,89.0625,30.59664694280079
ground_210_gt.ply,88.916015625,35.7741617357002
ground_349_gt.ply,91.796875,32.43343195266272
ground_289_gt.ply,85.595703125,33.3086785009862
ground_170_gt.ply,85.3515625,30.76923076923077
ground_625_gt.ply,86.572265625,34.09763313609467
ground_600_gt.ply,82.763671875,31.0034516765286
ground_368_gt.ply,91.796875,34.442800788954635
ground_717_gt.ply,89.794921875,32.44575936883629
ground_44_gt.ply,91.2109375,34.65236686390533
ground_62_gt.ply,91.69921875,35.72485207100592
ground_565_gt.ply,87.841796875,29.88165680473373
ground_103_gt.ply,89.990234375,33.41962524654832
ground_483_gt.ply,89.697265625,31.8663708086785
ground_165_gt.ply,92.919921875,33.44428007889546
ground_499_gt.ply,86.572265625,33.03747534516766
ground_211_gt.ply,85.9375,32.803254437869825
ground_124_gt.ply,91.015625,33.02514792899408
ground_263_gt.ply,88.37890625,32.45808678500986
ground_28_gt.ply,81.982421875,31.87869822485207
ground_56_gt.ply,90.869140625,35.244082840236686
ground_796_gt.ply,85.83984375,34.35650887573964
ground_249_gt.ply,82.71484375,30.17751479289941
ground_327_gt.ply,93.06640625,32.778599605522686
ground_278_gt.ply,83.69140625,30.30078895463511
ground_662_gt.ply,83.69140625,31.385601577909274
ground_610_gt.ply,89.94140625,33.456607495069036
ground_741_gt.ply,84.08203125,30.904832347140037
ground_275_gt.ply,83.30078125,33.01282051282051
ground_343_gt.ply,88.0859375,34.5414201183432
ground_445_gt.ply,91.064453125,30.017258382642996
ground_673_gt.ply,88.8671875,33.40729783037475
ground_376_gt.ply,89.94140625,33.493589743589745
ground_756_gt.ply,83.203125,27.933925049309664
ground_47_gt.ply,88.134765625,30.36242603550296
ground_501_gt.ply,85.400390625,31.05276134122288
ground_374_gt.ply,86.03515625,32.778599605522686
ground_440_gt.ply,85.9375,28.574950690335303
ground_60_gt.ply,85.595703125,29.400887573964496
ground_699_gt.ply,89.697265625,33.900394477317555
ground_287_gt.ply,86.572265625,31.336291913214993
ground_322_gt.ply,90.087890625,33.51824457593688
ground_675_gt.ply,83.7890625,27.798323471400394
ground_534_gt.ply,84.08203125,29.178994082840237
ground_286_gt.ply,91.2109375,33.5922090729783
ground_93_gt.ply,88.18359375,29.21597633136095
ground_0_gt.ply,82.8125,34.035996055226825
ground_467_gt.ply,90.673828125,35.03451676528599
ground_589_gt.ply,83.88671875,28.673570019723865
ground_439_gt.ply,90.72265625,33.78944773175542
ground_144_gt.ply,90.283203125,34.96055226824458
ground_279_gt.ply,88.37890625,35.009861932938854
ground_777_gt.ply,84.86328125,30.5103550295858
ground_277_gt.ply,90.966796875,37.684911242603555
ground_105_gt.ply,88.96484375,30.71992110453649
ground_294_gt.ply,84.033203125,30.30078895463511
ground_582_gt.ply,78.759765625,29.511834319526624
ground_70_gt.ply,91.2109375,32.803254437869825
ground_83_gt.ply,91.40625,33.38264299802761
ground_288_gt.ply,90.52734375,37.8698224852071
ground_645_gt.ply,86.81640625,33.40729783037475
ground_755_gt.ply,85.693359375,30.81854043392505
ground_617_gt.ply,87.20703125,31.582840236686387
ground_273_gt.ply,91.845703125,33.468934911242606
ground_394_gt.ply,87.109375,28.870808678500985
ground_96_gt.ply,90.13671875,33.616863905325445
ground_678_gt.ply,88.427734375,34.5414201183432
ground_614_gt.ply,85.15625,31.176035502958584
ground_337_gt.ply,88.4765625,35.379684418145956
ground_152_gt.ply,91.30859375,32.544378698224854
ground_455_gt.ply,89.2578125,32.519723865877715
ground_615_gt.ply,85.400390625,28.59960552268245
ground_740_gt.ply,87.98828125,29.363905325443785
ground_39_gt.ply,81.93359375,26.960059171597635
ground_496_gt.ply,82.6171875,28.858481262327416
ground_793_gt.ply,82.177734375,32.50739644970414
ground_795_gt.ply,82.71484375,27.662721893491128
ground_375_gt.ply,91.9921875,37.11785009861933
ground_234_gt.ply,89.501953125,33.062130177514796
ground_2_gt.ply,87.451171875,32.50739644970414
ground_15_gt.ply,85.9375,34.23323471400395
ground_742_gt.ply,87.255859375,29.84467455621302
ground_310_gt.ply,85.15625,34.714003944773175
ground_707_gt.ply,87.548828125,30.81854043392505
ground_621_gt.ply,84.912109375,33.01282051282051
ground_426_gt.ply,91.11328125,35.33037475345168
ground_458_gt.ply,91.69921875,34.5414201183432
ground_276_gt.ply,84.716796875,29.548816568047336
ground_326_gt.ply,90.0390625,31.841715976331358
ground_790_gt.ply,88.18359375,33.11143984220907
ground_448_gt.ply,88.0859375,30.97879684418146
ground_692_gt.ply,87.353515625,33.3086785009862
ground_407_gt.ply,91.11328125,32.59368836291913
ground_789_gt.ply,85.986328125,32.75394477317554
ground_339_gt.ply,86.865234375,30.84319526627219
ground_319_gt.ply,88.427734375,36.87130177514793
ground_556_gt.ply,83.935546875,30.30078895463511
ground_35_gt.ply,90.13671875,34.9112426035503
ground_180_gt.ply,89.74609375,33.604536489151876
ground_785_gt.ply,85.44921875,32.05128205128205
ground_809_gt.ply,83.251953125,29.820019723865876
ground_528_gt.ply,84.619140625,33.07445759368836
ground_312_gt.ply,91.69921875,35.04684418145957
ground_108_gt.ply,89.697265625,31.22534516765286
ground_536_gt.ply,85.83984375,31.47189349112426
ground_732_gt.ply,88.525390625,31.385601577909274
ground_268_gt.ply,79.39453125,28.242110453648916
ground_38_gt.ply,83.49609375,29.980276134122285
ground_134_gt.ply,90.869140625,35.971400394477314
ground_531_gt.ply,88.57421875,29.94329388560158
ground_521_gt.ply,85.302734375,31.25
ground_516_gt.ply,86.328125,33.53057199211045
ground_473_gt.ply,90.576171875,34.62771203155818
ground_163_gt.ply,87.5,30.76923076923077
ground_535_gt.ply,84.716796875,34.196252465483234
ground_632_gt.ply,71.533203125,23.73027613412229
ground_57_gt.ply,89.94140625,36.43984220907298
ground_29_gt.ply,93.408203125,34.035996055226825
ground_533_gt.ply,86.328125,31.06508875739645
ground_201_gt.ply,83.10546875,27.662721893491128
ground_802_gt.ply,91.357421875,36.95759368836292
ground_89_gt.ply,82.2265625,26.639546351084814
ground_148_gt.ply,88.623046875,35.650887573964496
ground_393_gt.ply,91.259765625,32.371794871794876
ground_478_gt.ply,92.919921875,33.086785009861934
ground_416_gt.ply,89.35546875,30.263806706114398
ground_513_gt.ply,84.86328125,31.595167652859963
ground_479_gt.ply,92.1875,34.65236686390533
ground_491_gt.ply,83.0078125,29.129684418145956
ground_341_gt.ply,92.529296875,36.80966469428008
ground_643_gt.ply,86.669921875,32.75394477317554
ground_687_gt.ply,87.841796875,33.481262327416175
ground_539_gt.ply,88.916015625,33.062130177514796
ground_264_gt.ply,87.5,35.31804733727811
ground_285_gt.ply,83.59375,29.709072978303748
ground_474_gt.ply,86.376953125,32.39644970414201
ground_557_gt.ply,88.28125,32.963510848126234
ground_425_gt.ply,92.041015625,32.19921104536489
ground_572_gt.ply,84.765625,30.8801775147929
ground_498_gt.ply,87.255859375,33.93737672583826
ground_22_gt.ply,89.2578125,33.222386587771204
ground_569_gt.ply,82.470703125,29.339250493096646
ground_380_gt.ply,92.1875,35.76183431952663
ground_207_gt.ply,90.966796875,38.83136094674556
ground_261_gt.ply,86.962890625,33.16074950690335
ground_223_gt.ply,85.546875,32.03895463510848
ground_653_gt.ply,82.32421875,28.611932938856015
ground_68_gt.ply,82.12890625,27.379191321499015
ground_468_gt.ply,84.619140625,35.03451676528599
ground_405_gt.ply,92.138671875,32.34714003944773
ground_786_gt.ply,89.0625,34.430473372781066
ground_308_gt.ply,86.1328125,31.18836291913215
ground_434_gt.ply,86.1328125,27.65039447731755
ground_9_gt.ply,90.625,37.61094674556213
ground_781_gt.ply,83.837890625,27.884615384615387
ground_551_gt.ply,87.548828125,34.10996055226824
ground_602_gt.ply,85.7421875,34.035996055226825
ground_402_gt.ply,89.6484375,30.79388560157791
ground_271_gt.ply,85.595703125,35.61390532544378
ground_438_gt.ply,83.3984375,30.658284023668642
ground_583_gt.ply,85.546875,29.154339250493095
ground_351_gt.ply,90.478515625,31.176035502958584
ground_677_gt.ply,80.712890625,26.9723865877712
ground_633_gt.ply,84.130859375,27.761341222879683
ground_102_gt.ply,89.306640625,34.603057199211044
ground_803_gt.ply,85.83984375,29.252958579881653
ground_488_gt.ply,81.396484375,29.21597633136095
ground_88_gt.ply,88.525390625,31.015779092702168
ground_241_gt.ply,86.865234375,35.47830374753452
ground_86_gt.ply,87.890625,37.1301775147929
ground_265_gt.ply,88.232421875,31.43491124260355
ground_731_gt.ply,81.884765625,30.904832347140037
ground_199_gt.ply,94.62890625,37.03155818540434
ground_580_gt.ply,82.568359375,29.795364891518737
ground_198_gt.ply,87.548828125,33.81410256410257
ground_555_gt.ply,82.71484375,33.25936883629191
ground_688_gt.ply,83.3984375,30.276134122287967
ground_622_gt.ply,85.9375,33.912721893491124
ground_764_gt.ply,85.7421875,30.917159763313613
ground_90_gt.ply,89.697265625,34.09763313609467
ground_508_gt.ply,83.251953125,30.276134122287967
ground_80_gt.ply,85.595703125,29.83234714003945
ground_597_gt.ply,91.259765625,34.861932938856015
ground_132_gt.ply,90.283203125,33.07445759368836
ground_449_gt.ply,92.67578125,32.76627218934911
ground_454_gt.ply,91.650390625,33.57988165680473
ground_146_gt.ply,87.01171875,32.87721893491125
ground_354_gt.ply,88.4765625,29.869329388560157
ground_807_gt.ply,78.515625,25.813609467455624
ground_752_gt.ply,88.525390625,34.5414201183432
ground_161_gt.ply,90.283203125,31.22534516765286
ground_738_gt.ply,81.15234375,33.24704142011834
ground_545_gt.ply,85.498046875,30.004930966469427
ground_49_gt.ply,87.98828125,33.29635108481263
ground_695_gt.ply,85.693359375,34.65236686390533
ground_442_gt.ply,90.380859375,31.23767258382643
ground_390_gt.ply,92.236328125,34.183925049309664
ground_469_gt.ply,91.943359375,35.17011834319527
ground_5_gt.ply,88.0859375,29.129684418145956
ground_590_gt.ply,82.71484375,30.017258382642996
ground_82_gt.ply,87.939453125,30.337771203155818
ground_411_gt.ply,81.689453125,32.112919132149905
ground_113_gt.ply,88.720703125,34.9112426035503
ground_541_gt.ply,84.66796875,31.28698224852071
ground_410_gt.ply,92.67578125,37.47534516765286
ground_721_gt.ply,84.228515625,34.47978303747535
ground_175_gt.ply,87.79296875,32.8525641025641
ground_378_gt.ply,92.08984375,33.38264299802761
ground_166_gt.ply,93.994140625,35.700197238658774
ground_290_gt.ply,82.51953125,28.981755424063117
ground_26_gt.ply,92.48046875,33.912721893491124
ground_431_gt.ply,91.11328125,32.47041420118343
ground_306_gt.ply,87.3046875,32.66765285996055
ground_397_gt.ply,88.525390625,31.854043392504934
ground_350_gt.ply,91.30859375,33.57988165680473
ground_177_gt.ply,81.73828125,28.106508875739642
ground_428_gt.ply,88.232421875,28.784516765285993
ground_419_gt.ply,83.349609375,30.58431952662722
ground_77_gt.ply,90.087890625,38.8560157790927
ground_37_gt.ply,94.43359375,37.943786982248525
ground_747_gt.ply,84.9609375,28.981755424063117
ground_181_gt.ply,90.771484375,33.75246548323471
ground_400_gt.ply,89.990234375,35.41666666666667
ground_463_gt.ply,90.72265625,34.25788954635108
ground_636_gt.ply,86.767578125,32.3594674556213
ground_272_gt.ply,79.052734375,32.18688362919132
ground_778_gt.ply,86.279296875,31.4965483234714
ground_661_gt.ply,85.595703125,32.82790927021696
ground_336_gt.ply,89.16015625,30.756903353057197
ground_792_gt.ply,87.548828125,29.73372781065089
ground_106_gt.ply,89.892578125,33.900394477317555
ground_159_gt.ply,86.669921875,30.8801775147929
ground_743_gt.ply,86.279296875,28.74753451676529
ground_729_gt.ply,87.20703125,32.371794871794876
ground_254_gt.ply,88.916015625,30.448717948717945
ground_72_gt.ply,90.91796875,34.6646942800789
ground_581_gt.ply,84.1796875,31.176035502958584
ground_115_gt.ply,90.91796875,37.21646942800789
ground_444_gt.ply,91.89453125,33.39497041420118
ground_783_gt.ply,87.20703125,36.797337278106504
ground_573_gt.ply,88.96484375,33.27169625246548
ground_627_gt.ply,85.986328125,29.598126232741617
ground_606_gt.ply,82.12890625,28.994082840236686
ground_595_gt.ply,84.912109375,30.73224852071006
ground_361_gt.ply,91.11328125,34.0853057199211
ground_383_gt.ply,93.359375,37.08086785009862
ground_514_gt.ply,83.59375,29.88165680473373
ground_192_gt.ply,87.451171875,32.06360946745562
ground_325_gt.ply,87.744140625,30.30078895463511
ground_232_gt.ply,91.259765625,32.08826429980276
ground_112_gt.ply,86.81640625,34.38116370808679
ground_217_gt.ply,86.42578125,32.951183431952664
ground_659_gt.ply,87.109375,30.78155818540434
ground_492_gt.ply,88.818359375,33.28402366863905
ground_186_gt.ply,81.005859375,32.19921104536489
ground_147_gt.ply,90.234375,31.348619329388562
ground_48_gt.ply,91.2109375,35.72485207100592
ground_257_gt.ply,86.083984375,32.59368836291913
ground_685_gt.ply,85.693359375,31.65680473372781
