base_name,Point_Proximity_Percentage
ground_1127_gt.ply,97.265625
ground_186_gt.ply,74.560546875
ground_1165_gt.ply,80.37109375
ground_147_gt.ply,86.9140625
ground_870_gt.ply,53.857421875
ground_955_gt.ply,63.525390625
ground_1033_gt.ply,96.484375
ground_48_gt.ply,81.005859375
ground_1029_gt.ply,85.888671875
ground_257_gt.ply,82.32421875
ground_989_gt.ply,98.6328125
ground_685_gt.ply,92.333984375
ground_779_gt.ply,75.29296875
ground_503_gt.ply,80.126953125
ground_1043_gt.ply,79.296875
ground_1341_gt.ply,79.248046875
ground_714_gt.ply,98.2421875
ground_860_gt.ply,61.81640625
ground_118_gt.ply,82.763671875
ground_888_gt.ply,66.69921875
ground_968_gt.ply,85.546875
ground_256_gt.ply,75.146484375
ground_1408_gt.ply,77.978515625
ground_53_gt.ply,83.10546875
ground_392_gt.ply,76.123046875
ground_768_gt.ply,94.775390625
ground_952_gt.ply,68.5546875
ground_780_gt.ply,96.728515625
ground_637_gt.ply,80.2734375
ground_811_gt.ply,69.091796875
ground_1333_gt.ply,77.490234375
ground_1152_gt.ply,98.193359375
ground_1096_gt.ply,85.05859375
ground_592_gt.ply,74.21875
ground_512_gt.ply,76.123046875
ground_863_gt.ply,63.18359375
ground_910_gt.ply,68.9453125
ground_17_gt.ply,81.34765625
ground_733_gt.ply,80.56640625
ground_1377_gt.ply,82.177734375
ground_1062_gt.ply,89.84375
ground_794_gt.ply,76.5625
ground_1155_gt.ply,61.572265625
ground_548_gt.ply,75.9765625
ground_332_gt.ply,82.71484375
ground_1331_gt.ply,80.322265625
ground_423_gt.ply,75.830078125
ground_843_gt.ply,73.92578125
ground_153_gt.ply,80.615234375
ground_136_gt.ply,66.748046875
ground_1418_gt.ply,70.458984375
ground_1231_gt.ply,67.28515625
ground_379_gt.ply,86.23046875
ground_619_gt.ply,81.8359375
ground_391_gt.ply,86.669921875
ground_537_gt.ply,84.765625
ground_886_gt.ply,52.880859375
ground_1309_gt.ply,74.853515625
ground_344_gt.ply,85.498046875
ground_1185_gt.ply,57.275390625
ground_359_gt.ply,84.47265625
ground_1295_gt.ply,79.443359375
ground_1317_gt.ply,79.8828125
ground_471_gt.ply,83.30078125
ground_519_gt.ply,80.029296875
ground_560_gt.ply,77.880859375
ground_1172_gt.ply,85.3515625
ground_1026_gt.ply,97.265625
ground_553_gt.ply,81.982421875
ground_382_gt.ply,75.87890625
ground_510_gt.ply,79.1015625
ground_1217_gt.ply,65.673828125
ground_481_gt.ply,82.6171875
ground_427_gt.ply,70.60546875
ground_841_gt.ply,61.42578125
ground_1074_gt.ply,92.724609375
ground_66_gt.ply,81.73828125
ground_869_gt.ply,50.9765625
ground_1403_gt.ply,75.29296875
ground_917_gt.ply,76.5625
ground_1162_gt.ply,78.02734375
ground_1028_gt.ply,67.48046875
ground_788_gt.ply,67.96875
ground_1113_gt.ply,98.4375
ground_965_gt.ply,81.0546875
ground_893_gt.ply,68.1640625
ground_719_gt.ply,94.970703125
ground_895_gt.ply,57.177734375
ground_1365_gt.ply,79.736328125
ground_329_gt.ply,82.8125
ground_808_gt.ply,79.00390625
ground_1055_gt.ply,90.625
ground_853_gt.ply,44.23828125
ground_45_gt.ply,81.93359375
ground_846_gt.ply,41.943359375
ground_1412_gt.ply,42.333984375
ground_399_gt.ply,65.283203125
ground_1119_gt.ply,79.4921875
ground_801_gt.ply,88.916015625
ground_100_gt.ply,77.294921875
ground_1260_gt.ply,62.744140625
ground_1248_gt.ply,94.873046875
ground_861_gt.ply,82.32421875
ground_1439_gt.ply,66.259765625
ground_923_gt.ply,65.087890625
ground_50_gt.ply,88.0859375
ground_318_gt.ply,77.9296875
ground_1004_gt.ply,87.353515625
ground_805_gt.ply,79.98046875
ground_404_gt.ply,81.0546875
ground_1386_gt.ply,78.759765625
ground_500_gt.ply,83.837890625
ground_243_gt.ply,79.638671875
ground_724_gt.ply,88.427734375
ground_1211_gt.ply,92.67578125
ground_538_gt.ply,82.12890625
ground_964_gt.ply,83.251953125
ground_335_gt.ply,80.37109375
ground_7_gt.ply,87.548828125
ground_176_gt.ply,77.1484375
ground_267_gt.ply,80.615234375
ground_107_gt.ply,80.517578125
ground_585_gt.ply,80.126953125
ground_1396_gt.ply,79.345703125
ground_73_gt.ply,82.177734375
ground_54_gt.ply,81.201171875
ground_197_gt.ply,79.58984375
ground_1431_gt.ply,77.734375
ground_1044_gt.ply,82.373046875
ground_345_gt.ply,85.64453125
ground_1345_gt.ply,75.927734375
ground_1301_gt.ply,79.931640625
ground_730_gt.ply,93.5546875
ground_1384_gt.ply,69.3359375
ground_851_gt.ply,77.880859375
ground_704_gt.ply,94.82421875
ground_672_gt.ply,96.875
ground_951_gt.ply,62.59765625
ground_222_gt.ply,75.9765625
ground_726_gt.ply,92.3828125
ground_1255_gt.ply,73.6328125
ground_767_gt.ply,92.08984375
ground_55_gt.ply,81.73828125
ground_205_gt.ply,79.248046875
ground_1131_gt.ply,66.455078125
ground_770_gt.ply,78.564453125
ground_476_gt.ply,83.7890625
ground_810_gt.ply,74.8046875
ground_959_gt.ply,54.8828125
ground_896_gt.ply,57.12890625
ground_33_gt.ply,80.615234375
ground_1395_gt.ply,78.7109375
ground_363_gt.ply,79.00390625
ground_1069_gt.ply,73.193359375
ground_67_gt.ply,77.490234375
ground_1061_gt.ply,96.142578125
ground_898_gt.ply,65.625
ground_864_gt.ply,54.8828125
ground_203_gt.ply,77.83203125
ground_760_gt.ply,97.119140625
ground_437_gt.ply,80.2734375
ground_460_gt.ply,62.548828125
ground_58_gt.ply,83.642578125
ground_304_gt.ply,85.498046875
ground_6_gt.ply,69.7265625
ground_1303_gt.ply,81.640625
ground_527_gt.ply,74.853515625
ground_356_gt.ply,77.05078125
ground_76_gt.ply,81.201171875
ground_248_gt.ply,78.076171875
ground_104_gt.ply,86.62109375
ground_832_gt.ply,57.080078125
ground_949_gt.ply,68.84765625
ground_859_gt.ply,77.83203125
ground_522_gt.ply,74.31640625
ground_1123_gt.ply,97.607421875
ground_976_gt.ply,90.8203125
ground_11_gt.ply,83.69140625
ground_216_gt.ply,84.66796875
ground_129_gt.ply,81.25
ground_825_gt.ply,55.029296875
ground_386_gt.ply,82.373046875
ground_591_gt.ply,79.296875
ground_79_gt.ply,74.70703125
ground_204_gt.ply,79.736328125
ground_816_gt.ply,69.677734375
ground_1115_gt.ply,86.962890625
ground_787_gt.ply,92.626953125
ground_111_gt.ply,85.595703125
ground_824_gt.ply,77.978515625
ground_110_gt.ply,73.92578125
ground_866_gt.ply,71.826171875
ground_338_gt.ply,84.619140625
ground_1372_gt.ply,79.638671875
ground_885_gt.ply,71.435546875
ground_1397_gt.ply,67.08984375
ground_868_gt.ply,64.404296875
ground_340_gt.ply,86.767578125
ground_1383_gt.ply,68.115234375
ground_432_gt.ply,81.25
ground_114_gt.ply,83.251953125
ground_239_gt.ply,73.6328125
ground_1241_gt.ply,88.134765625
ground_1312_gt.ply,77.978515625
ground_227_gt.ply,79.4921875
ground_1140_gt.ply,61.03515625
ground_1202_gt.ply,72.216796875
ground_931_gt.ply,66.357421875
ground_78_gt.ply,75.146484375
ground_1323_gt.ply,79.00390625
ground_127_gt.ply,76.611328125
ground_242_gt.ply,76.953125
ground_1256_gt.ply,80.029296875
ground_487_gt.ply,79.150390625
ground_797_gt.ply,98.33984375
ground_665_gt.ply,95.263671875
ground_924_gt.ply,73.193359375
ground_1178_gt.ply,77.197265625
ground_631_gt.ply,78.125
ground_737_gt.ply,88.0859375
ground_1047_gt.ply,86.474609375
ground_660_gt.ply,93.75
ground_848_gt.ply,67.48046875
ground_611_gt.ply,75.146484375
ground_774_gt.ply,95.849609375
ground_191_gt.ply,76.416015625
ground_51_gt.ply,81.73828125
ground_646_gt.ply,77.392578125
ground_651_gt.ply,93.310546875
ground_348_gt.ply,80.37109375
ground_1355_gt.ply,83.642578125
ground_693_gt.ply,71.2890625
ground_1197_gt.ply,64.208984375
ground_1354_gt.ply,75.732421875
ground_193_gt.ply,82.763671875
ground_1070_gt.ply,89.0625
ground_818_gt.ply,56.591796875
ground_1132_gt.ply,85.546875
ground_791_gt.ply,84.86328125
ground_887_gt.ply,50.5859375
ground_347_gt.ply,82.275390625
ground_1007_gt.ply,96.337890625
ground_25_gt.ply,84.521484375
ground_262_gt.ply,76.26953125
ground_515_gt.ply,73.388671875
ground_1180_gt.ply,68.310546875
ground_187_gt.ply,78.564453125
ground_141_gt.ply,84.375
ground_1249_gt.ply,83.349609375
ground_412_gt.ply,64.208984375
ground_301_gt.ply,83.7890625
ground_482_gt.ply,84.326171875
ground_64_gt.ply,75.146484375
ground_168_gt.ply,74.90234375
ground_1095_gt.ply,76.953125
ground_926_gt.ply,72.021484375
ground_552_gt.ply,75.634765625
ground_1097_gt.ply,86.23046875
ground_233_gt.ply,88.18359375
ground_381_gt.ply,83.88671875
ground_618_gt.ply,76.220703125
ground_333_gt.ply,82.861328125
ground_1126_gt.ply,94.873046875
ground_1423_gt.ply,85.9375
ground_323_gt.ply,77.001953125
ground_1073_gt.ply,97.55859375
ground_1008_gt.ply,86.181640625
ground_465_gt.ply,79.833984375
ground_663_gt.ply,95.80078125
ground_1313_gt.ply,68.84765625
ground_644_gt.ply,79.638671875
ground_189_gt.ply,77.783203125
ground_1293_gt.ply,80.908203125
ground_920_gt.ply,58.837890625
ground_1084_gt.ply,87.646484375
ground_1422_gt.ply,78.076171875
ground_1005_gt.ply,94.921875
ground_684_gt.ply,84.5703125
ground_1189_gt.ply,77.83203125
ground_1212_gt.ply,41.650390625
ground_962_gt.ply,70.5078125
ground_1296_gt.ply,73.828125
ground_138_gt.ply,72.8515625
ground_658_gt.ply,96.728515625
ground_727_gt.ply,53.61328125
ground_913_gt.ply,36.865234375
ground_934_gt.ply,18.896484375
ground_563_gt.ply,79.1015625
ground_342_gt.ply,69.3359375
ground_849_gt.ply,66.552734375
ground_235_gt.ply,79.98046875
ground_456_gt.ply,86.669921875
ground_1326_gt.ply,82.568359375
ground_1252_gt.ply,68.06640625
ground_493_gt.ply,80.2734375
ground_274_gt.ply,82.177734375
ground_642_gt.ply,81.494140625
ground_1236_gt.ply,69.189453125
ground_464_gt.ply,81.689453125
ground_725_gt.ply,90.8203125
ground_686_gt.ply,65.283203125
ground_385_gt.ply,62.548828125
ground_292_gt.ply,84.228515625
ground_157_gt.ply,77.880859375
ground_137_gt.ply,79.78515625
ground_649_gt.ply,91.064453125
ground_1259_gt.ply,80.078125
ground_689_gt.ply,79.00390625
ground_403_gt.ply,77.44140625
ground_1128_gt.ply,71.142578125
ground_255_gt.ply,78.41796875
ground_570_gt.ply,50.390625
ground_1349_gt.ply,80.078125
ground_526_gt.ply,77.490234375
ground_1170_gt.ply,52.880859375
ground_564_gt.ply,83.203125
ground_123_gt.ply,81.73828125
ground_921_gt.ply,55.6640625
ground_603_gt.ply,81.201171875
ground_716_gt.ply,97.65625
ground_657_gt.ply,92.578125
ground_769_gt.ply,81.4453125
ground_1244_gt.ply,79.4921875
ground_101_gt.ply,78.955078125
ground_1053_gt.ply,85.302734375
ground_932_gt.ply,69.775390625
ground_1227_gt.ply,67.919921875
ground_1267_gt.ply,90.673828125
ground_291_gt.ply,77.83203125
ground_1371_gt.ply,81.005859375
ground_1319_gt.ply,76.46484375
ground_462_gt.ply,87.3046875
ground_698_gt.ply,96.826171875
ground_365_gt.ply,82.71484375
ground_753_gt.ply,79.78515625
ground_862_gt.ply,45.947265625
ground_880_gt.ply,59.9609375
ground_238_gt.ply,82.2265625
ground_130_gt.ply,88.134765625
ground_457_gt.ply,83.69140625
ground_1002_gt.ply,69.189453125
ground_231_gt.ply,76.025390625
ground_1442_gt.ply,79.345703125
ground_850_gt.ply,46.38671875
ground_221_gt.ply,79.052734375
ground_559_gt.ply,83.984375
ground_24_gt.ply,74.8046875
ground_1183_gt.ply,77.24609375
ground_1265_gt.ply,80.615234375
ground_542_gt.ply,82.2265625
ground_739_gt.ply,71.484375
ground_1362_gt.ply,71.97265625
ground_1330_gt.ply,80.37109375
ground_549_gt.ply,81.34765625
ground_1137_gt.ply,94.140625
ground_1289_gt.ply,66.69921875
ground_838_gt.ply,66.259765625
ground_230_gt.ply,69.970703125
ground_470_gt.ply,80.859375
ground_506_gt.ply,78.564453125
ground_517_gt.ply,66.89453125
ground_215_gt.ply,78.955078125
ground_1262_gt.ply,73.92578125
ground_946_gt.ply,52.734375
ground_1343_gt.ply,83.3984375
ground_1228_gt.ply,69.43359375
ground_1143_gt.ply,79.78515625
ground_212_gt.ply,84.5703125
ground_41_gt.ply,83.642578125
ground_703_gt.ply,90.13671875
ground_1051_gt.ply,94.189453125
ground_1237_gt.ply,96.77734375
ground_525_gt.ply,80.37109375
ground_409_gt.ply,72.412109375
ground_360_gt.ply,83.69140625
ground_281_gt.ply,82.568359375
ground_317_gt.ply,77.197265625
ground_122_gt.ply,83.0078125
ground_979_gt.ply,66.943359375
ground_13_gt.ply,81.591796875
ground_1413_gt.ply,74.31640625
ground_635_gt.ply,79.736328125
ground_1387_gt.ply,84.521484375
ground_1334_gt.ply,80.615234375
ground_1381_gt.ply,81.982421875
ground_1416_gt.ply,78.02734375
ground_623_gt.ply,82.91015625
ground_543_gt.ply,81.787109375
ground_520_gt.ply,71.435546875
ground_4_gt.ply,89.0625
ground_901_gt.ply,80.46875
ground_1064_gt.ply,85.546875
ground_1254_gt.ply,69.62890625
ground_396_gt.ply,80.517578125
ground_734_gt.ply,89.990234375
ground_1136_gt.ply,75.1953125
ground_84_gt.ply,80.078125
ground_167_gt.ply,79.052734375
ground_587_gt.ply,73.291015625
ground_352_gt.ply,73.486328125
ground_997_gt.ply,96.728515625
ground_1379_gt.ply,74.4140625
ground_1109_gt.ply,98.046875
ground_961_gt.ply,48.33984375
ground_244_gt.ply,81.8359375
ground_744_gt.ply,72.75390625
ground_1222_gt.ply,84.716796875
ground_996_gt.ply,92.08984375
ground_173_gt.ply,78.662109375
ground_655_gt.ply,94.921875
ground_1261_gt.ply,93.45703125
ground_1433_gt.ply,79.638671875
ground_98_gt.ply,80.17578125
ground_71_gt.ply,88.18359375
ground_139_gt.ply,75.48828125
ground_706_gt.ply,84.1796875
ground_973_gt.ply,93.75
ground_877_gt.ply,70.458984375
ground_1015_gt.ply,87.939453125
ground_1290_gt.ply,77.099609375
ground_799_gt.ply,90.0390625
ground_609_gt.ply,77.392578125
ground_395_gt.ply,84.130859375
ground_674_gt.ply,78.7109375
ground_371_gt.ply,79.98046875
ground_30_gt.ply,80.224609375
ground_1175_gt.ply,70.8984375
ground_647_gt.ply,80.078125
ground_150_gt.ply,83.0078125
ground_18_gt.ply,58.349609375
ground_305_gt.ply,77.978515625
ground_547_gt.ply,83.203125
ground_558_gt.ply,70.849609375
ground_1182_gt.ply,63.671875
ground_236_gt.ply,59.228515625
ground_311_gt.ply,81.640625
ground_919_gt.ply,50.439453125
ground_418_gt.ply,65.966796875
ground_666_gt.ply,92.1875
ground_1105_gt.ply,85.205078125
ground_969_gt.ply,86.279296875
ground_1356_gt.ply,80.6640625
ground_1402_gt.ply,79.6875
ground_490_gt.ply,83.0078125
ground_574_gt.ply,74.951171875
ground_184_gt.ply,82.861328125
ground_954_gt.ply,73.486328125
ground_190_gt.ply,73.193359375
ground_966_gt.ply,93.603515625
ground_532_gt.ply,74.658203125
ground_299_gt.ply,75.537109375
ground_149_gt.ply,80.859375
ground_300_gt.ply,72.119140625
ground_253_gt.ply,73.974609375
ground_42_gt.ply,79.296875
ground_384_gt.ply,83.30078125
ground_1092_gt.ply,97.119140625
ground_1428_gt.ply,72.802734375
ground_858_gt.ply,74.21875
ground_776_gt.ply,91.2109375
ground_757_gt.ply,82.763671875
ground_172_gt.ply,72.314453125
ground_74_gt.ply,63.4765625
ground_1320_gt.ply,73.779296875
ground_200_gt.ply,78.515625
ground_331_gt.ply,83.349609375
ground_705_gt.ply,94.82421875
ground_328_gt.ply,83.740234375
ground_899_gt.ply,62.646484375
ground_648_gt.ply,77.05078125
ground_120_gt.ply,78.466796875
ground_1285_gt.ply,75.1953125
ground_1192_gt.ply,67.28515625
ground_988_gt.ply,89.697265625
ground_700_gt.ply,90.771484375
ground_831_gt.ply,39.794921875
ground_524_gt.ply,77.587890625
ground_156_gt.ply,73.828125
ground_417_gt.ply,82.71484375
ground_1166_gt.ply,61.767578125
ground_92_gt.ply,83.447265625
ground_1203_gt.ply,69.873046875
ground_874_gt.ply,70.703125
ground_280_gt.ply,77.44140625
ground_1398_gt.ply,82.2265625
ground_475_gt.ply,83.447265625
ground_680_gt.ply,92.431640625
ground_229_gt.ply,77.24609375
ground_330_gt.ply,75.537109375
ground_1138_gt.ply,87.255859375
ground_812_gt.ply,76.5625
ground_1399_gt.ply,79.6875
ground_613_gt.ply,75.146484375
ground_927_gt.ply,64.6484375
ground_307_gt.ply,87.548828125
ground_21_gt.ply,82.32421875
ground_297_gt.ply,58.88671875
ground_282_gt.ply,80.76171875
ground_91_gt.ply,72.802734375
ground_1135_gt.ply,97.4609375
ground_1288_gt.ply,81.54296875
ground_1209_gt.ply,80.2734375
ground_1207_gt.ply,77.34375
ground_8_gt.ply,77.783203125
ground_441_gt.ply,87.109375
ground_694_gt.ply,94.140625
ground_751_gt.ply,52.587890625
ground_1040_gt.ply,97.4609375
ground_259_gt.ply,80.517578125
ground_905_gt.ply,74.4140625
ground_472_gt.ply,84.08203125
ground_909_gt.ply,63.623046875
ground_567_gt.ply,76.3671875
ground_99_gt.ply,85.107421875
ground_246_gt.ply,75.09765625
ground_584_gt.ply,81.982421875
ground_1233_gt.ply,75.048828125
ground_1240_gt.ply,76.123046875
ground_1148_gt.ply,90.625
ground_804_gt.ply,64.55078125
ground_174_gt.ply,85.44921875
ground_1049_gt.ply,87.890625
ground_1154_gt.ply,42.48046875
ground_1230_gt.ply,89.990234375
ground_1000_gt.ply,64.697265625
ground_586_gt.ply,84.423828125
ground_616_gt.ply,71.728515625
ground_1232_gt.ply,63.671875
ground_270_gt.ply,79.296875
ground_1090_gt.ply,77.34375
ground_302_gt.ply,72.16796875
ground_1067_gt.ply,79.248046875
ground_171_gt.ply,79.98046875
ground_1438_gt.ply,74.0234375
ground_206_gt.ply,87.5
ground_867_gt.ply,66.650390625
ground_984_gt.ply,76.318359375
ground_1314_gt.ply,70.41015625
ground_1024_gt.ply,91.650390625
ground_588_gt.ply,83.203125
ground_766_gt.ply,98.2421875
ground_748_gt.ply,80.615234375
ground_128_gt.ply,78.7109375
ground_922_gt.ply,54.833984375
ground_682_gt.ply,88.57421875
ground_1110_gt.ply,80.419921875
ground_771_gt.ply,95.41015625
ground_1117_gt.ply,89.990234375
ground_1102_gt.ply,86.865234375
ground_1440_gt.ply,76.5625
ground_1023_gt.ply,87.744140625
ground_429_gt.ply,87.20703125
ground_208_gt.ply,77.490234375
ground_1204_gt.ply,72.412109375
ground_546_gt.ply,75.48828125
ground_46_gt.ply,83.154296875
ground_735_gt.ply,96.533203125
ground_720_gt.ply,94.921875
ground_1325_gt.ply,79.58984375
ground_424_gt.ply,85.498046875
ground_822_gt.ply,69.580078125
ground_718_gt.ply,58.984375
ground_65_gt.ply,80.76171875
ground_671_gt.ply,80.56640625
ground_296_gt.ply,73.046875
ground_346_gt.ply,80.56640625
ground_495_gt.ply,66.748046875
ground_837_gt.ply,53.90625
ground_963_gt.ply,52.44140625
ground_59_gt.ply,80.419921875
ground_1_gt.ply,60.888671875
ground_749_gt.ply,90.869140625
ground_1144_gt.ply,81.73828125
ground_183_gt.ply,78.90625
ground_758_gt.ply,78.80859375
ground_1269_gt.ply,66.50390625
ground_667_gt.ply,93.9453125
ground_511_gt.ply,79.00390625
ground_245_gt.ply,78.076171875
ground_116_gt.ply,77.197265625
ground_1164_gt.ply,71.142578125
ground_494_gt.ply,75.87890625
ground_1367_gt.ply,69.189453125
ground_1298_gt.ply,81.591796875
ground_1307_gt.ply,81.15234375
ground_401_gt.ply,86.71875
ground_362_gt.ply,85.546875
ground_218_gt.ply,83.447265625
ground_650_gt.ply,98.73046875
ground_119_gt.ply,86.669921875
ground_1068_gt.ply,79.638671875
ground_413_gt.ply,71.533203125
ground_554_gt.ply,80.6640625
ground_903_gt.ply,62.890625
ground_800_gt.ply,91.796875
ground_188_gt.ply,89.599609375
ground_829_gt.ply,62.890625
ground_1193_gt.ply,97.119140625
ground_761_gt.ply,93.603515625
ground_605_gt.ply,82.177734375
ground_32_gt.ply,81.787109375
ground_702_gt.ply,89.599609375
ground_314_gt.ply,85.25390625
ground_1437_gt.ply,76.025390625
ground_929_gt.ply,64.599609375
ground_987_gt.ply,93.26171875
ground_1337_gt.ply,82.568359375
ground_214_gt.ply,81.54296875
ground_364_gt.ply,72.900390625
ground_1025_gt.ply,98.095703125
ground_1199_gt.ply,88.8671875
ground_1279_gt.ply,74.169921875
ground_251_gt.ply,71.38671875
ground_85_gt.ply,80.859375
ground_826_gt.ply,37.109375
ground_1336_gt.ply,75.048828125
ground_1194_gt.ply,96.484375
ground_1404_gt.ply,83.69140625
ground_446_gt.ply,82.080078125
ground_566_gt.ply,74.072265625
ground_298_gt.ply,65.625
ground_1006_gt.ply,98.583984375
ground_1198_gt.ply,72.36328125
ground_998_gt.ply,84.716796875
ground_1190_gt.ply,67.724609375
ground_1125_gt.ply,71.484375
ground_97_gt.ply,82.421875
ground_1306_gt.ply,72.4609375
ground_450_gt.ply,76.26953125
ground_1275_gt.ply,85.302734375
ground_750_gt.ply,80.46875
ground_1264_gt.ply,78.466796875
ground_3_gt.ply,83.7890625
ground_683_gt.ply,97.216796875
ground_690_gt.ply,96.484375
ground_1218_gt.ply,66.162109375
ground_309_gt.ply,80.419921875
ground_736_gt.ply,89.94140625
ground_1344_gt.ply,77.490234375
ground_908_gt.ply,41.9921875
ground_1121_gt.ply,89.697265625
ground_87_gt.ply,79.150390625
ground_977_gt.ply,94.677734375
ground_485_gt.ply,79.345703125
ground_889_gt.ply,59.1796875
ground_1389_gt.ply,77.001953125
ground_1160_gt.ply,69.23828125
ground_1195_gt.ply,75.1953125
ground_1391_gt.ply,76.904296875
ground_372_gt.ply,84.619140625
ground_925_gt.ply,73.779296875
ground_819_gt.ply,74.560546875
ground_154_gt.ply,85.302734375
ground_194_gt.ply,79.150390625
ground_945_gt.ply,73.974609375
ground_117_gt.ply,81.93359375
ground_550_gt.ply,77.294921875
ground_247_gt.ply,74.90234375
ground_219_gt.ply,77.1484375
ground_1316_gt.ply,84.9609375
ground_1338_gt.ply,79.248046875
ground_31_gt.ply,86.474609375
ground_1282_gt.ply,98.193359375
ground_504_gt.ply,83.88671875
ground_654_gt.ply,89.0625
ground_252_gt.ply,76.318359375
ground_135_gt.ply,67.431640625
ground_679_gt.ply,86.181640625
ground_983_gt.ply,93.1640625
ground_213_gt.ply,80.029296875
ground_713_gt.ply,84.86328125
ground_827_gt.ply,40.8203125
ground_81_gt.ply,78.90625
ground_1268_gt.ply,77.490234375
ground_1038_gt.ply,96.58203125
ground_878_gt.ply,73.779296875
ground_414_gt.ply,85.83984375
ground_202_gt.ply,76.708984375
ground_577_gt.ply,81.494140625
ground_993_gt.ply,87.01171875
ground_19_gt.ply,83.69140625
ground_224_gt.ply,84.66796875
ground_389_gt.ply,78.955078125
ground_772_gt.ply,97.705078125
ground_447_gt.ply,82.32421875
ground_497_gt.ply,79.58984375
ground_269_gt.ply,81.34765625
ground_897_gt.ply,71.58203125
ground_489_gt.ply,78.02734375
ground_1370_gt.ply,77.099609375
ground_377_gt.ply,84.86328125
ground_523_gt.ply,71.19140625
ground_94_gt.ply,78.02734375
ground_855_gt.ply,63.18359375
ground_1045_gt.ply,88.57421875
ground_773_gt.ply,84.619140625
ground_182_gt.ply,84.86328125
ground_357_gt.ply,79.150390625
ground_421_gt.ply,80.126953125
ground_561_gt.ply,78.466796875
ground_75_gt.ply,60.9375
ground_430_gt.ply,82.666015625
ground_1411_gt.ply,78.857421875
ground_939_gt.ply,63.134765625
ground_121_gt.ply,78.662109375
ground_353_gt.ply,71.19140625
ground_1375_gt.ply,79.6875
ground_225_gt.ply,79.19921875
ground_369_gt.ply,82.275390625
ground_1304_gt.ply,78.125
ground_20_gt.ply,87.841796875
ground_875_gt.ply,57.03125
ground_12_gt.ply,83.837890625
ground_1177_gt.ply,66.064453125
ground_480_gt.ply,62.40234375
ground_668_gt.ply,93.603515625
ground_628_gt.ply,80.17578125
ground_664_gt.ply,95.458984375
ground_453_gt.ply,74.169921875
ground_27_gt.ply,79.345703125
ground_1013_gt.ply,95.263671875
ground_1151_gt.ply,60.498046875
ground_142_gt.ply,82.51953125
ground_710_gt.ply,89.74609375
mean_point_proximity_percentage,78.33881721127247
